;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME,
141,570141,433.4,1103.2,2.55,2172.2,7.8,718.5,1445.9,3086.9,0.5,7.3,715.3,3.2,32.1,1301.7,3.8,108.3,75.6,139.0,673.5,26.6,60843.0,0,0,0,57,WEBER,0
142,570142,201.2,509.8,2.53,135.0,0.2,5.8,129.0,447.0,0.0,0.2,5.5,0.3,10.4,90.5,0.2,28.0,10.5,0.0,289.1,12.3,60843.0,0,0,0,57,WEBER,
143,570143,127.3,350.2,2.75,0.5,0.2,0.0,0.3,146.9,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,17.4,0.0,121.1,7.9,60843.0,0,0,0,57,WEBER,
144,570144,64.5,162.5,2.52,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,7.8,4.0,66989.0,0,0,0,57,WEBER,
145,570145,493.4,1306.7,2.65,0.0,0.0,0.0,0.0,140.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,103.0,30.5,66989.0,0,0,0,57,WEBER,
146,570146,292.1,762.5,2.61,2.3,0.0,0.3,2.0,30.8,0.0,0.0,0.2,0.2,0.2,0.7,1.0,0.2,4.7,0.0,5.8,18.0,66989.0,0,0,0,57,WEBER,
147,570147,450.9,1206.5,2.68,46.2,1.8,2.2,42.3,118.6,0.2,1.7,1.8,0.3,7.1,18.4,8.0,8.8,7.4,0.0,37.2,27.9,66989.0,0,0,0,57,WEBER,
148,570148,487.2,1287.0,2.64,219.4,15.0,9.8,194.6,435.3,13.7,1.3,0.8,9.0,8.3,162.4,8.2,15.6,3.0,0.0,182.7,30.1,82188.0,0,0,0,57,WEBER,
149,570149,612.2,1673.1,2.73,54.5,0.7,0.5,53.4,170.0,0.5,0.2,0.5,0.0,22.6,7.3,2.8,20.6,5.9,0.0,71.8,37.8,82191.0,0,0,0,57,WEBER,
150,570150,595.5,1766.2,2.97,530.2,142.6,108.6,279.0,583.1,138.0,4.6,9.2,99.5,10.1,147.6,1.2,120.1,0.0,0.0,16.0,36.8,82684.0,0,0,0,57,WEBER,
151,570151,343.6,982.3,2.86,183.9,21.1,18.8,143.9,319.7,15.2,6.0,1.3,17.5,6.9,102.9,12.4,21.6,1.0,0.0,113.6,21.3,82427.0,921,0,0,57,WEBER,
152,570152,737.6,2056.2,2.79,82.3,0.0,16.7,65.6,204.4,0.0,0.0,14.3,2.3,4.3,26.0,20.3,15.0,1.2,0.0,75.2,45.8,82684.0,0,1163,0,57,WEBER,
153,570153,46.1,113.3,2.46,6.0,0.0,0.2,5.8,88.5,0.0,0.0,0.0,0.2,0.2,0.7,4.0,1.0,12.9,0.0,66.9,2.8,60843.0,0,0,0,57,WEBER,
154,570154,301.8,825.4,2.73,3.7,0.0,0.0,3.7,104.0,0.0,0.0,0.0,0.0,0.2,0.3,2.8,0.3,13.0,0.0,68.5,18.8,60843.0,0,0,0,57,WEBER,
155,570155,228.5,626.0,2.74,14.2,0.2,0.3,13.7,291.6,0.0,0.2,0.2,0.2,1.2,4.3,7.3,1.0,33.1,0.0,230.1,14.1,60843.0,0,0,0,57,WEBER,
156,570156,151.0,412.9,2.73,12.3,0.3,0.3,11.6,143.6,0.2,0.2,0.3,0.0,1.0,2.7,7.8,0.2,23.4,0.0,98.7,9.1,60843.0,0,0,0,57,WEBER,
157,570157,91.0,205.6,2.26,5.8,0.0,0.3,5.5,118.3,0.0,0.0,0.2,0.2,0.5,1.2,2.6,1.2,25.1,0.0,81.8,5.6,60843.0,0,0,0,57,WEBER,
158,570158,480.2,1249.0,2.60,68.1,21.8,4.2,42.1,140.9,0.2,21.7,0.5,3.7,7.7,9.6,10.7,14.2,1.8,0.0,41.3,29.6,56064.0,768,0,0,57,WEBER,
159,570159,870.2,2328.4,2.68,226.8,0.3,5.0,221.4,310.8,0.3,0.0,0.3,4.7,10.5,200.8,3.6,6.5,8.5,0.0,21.7,53.9,60183.0,0,0,1997,57,WEBER,
160,570160,240.7,611.9,2.54,26.7,1.7,0.7,24.4,64.6,1.7,0.0,0.3,0.3,1.5,12.1,0.5,10.3,3.7,0.0,19.5,14.7,74507.0,0,0,0,57,WEBER,
161,570161,506.8,1308.9,2.58,2.5,0.0,0.0,2.5,94.7,0.0,0.0,0.0,0.0,0.3,0.7,1.2,0.3,1.2,0.0,59.5,31.4,74507.0,0,0,0,57,WEBER,
162,570162,809.1,1775.8,2.19,907.8,49.0,494.7,364.1,1005.2,47.8,1.2,325.3,169.3,13.0,179.1,47.5,124.5,7.4,0.0,39.7,50.4,74507.0,0,0,0,57,WEBER,
163,570163,30.1,77.6,2.58,45.6,0.0,0.3,45.3,52.8,0.0,0.0,0.2,0.2,0.3,5.8,3.0,36.2,0.0,0.0,5.3,1.8,74507.0,0,0,0,57,WEBER,
164,570164,109.0,297.5,2.73,2.0,0.0,0.0,2.0,25.4,0.0,0.0,0.0,0.0,0.2,0.2,0.3,1.3,0.8,0.0,16.0,6.6,74507.0,0,0,0,57,WEBER,
165,570165,47.0,120.7,2.57,168.8,45.6,19.0,104.2,172.4,45.3,0.3,9.5,9.5,3.7,60.1,1.2,39.3,1.0,0.0,0.0,2.7,74507.0,0,0,0,57,WEBER,
166,570166,246.0,642.5,2.61,4.3,0.0,0.3,4.0,407.4,0.0,0.0,0.3,0.0,0.8,0.5,2.3,0.3,23.2,0.0,365.0,14.9,68646.0,0,0,0,57,WEBER,
167,570167,149.9,380.0,2.53,3.0,0.0,0.2,2.8,173.1,0.0,0.0,0.0,0.2,0.2,1.0,0.3,1.3,12.9,0.0,147.8,9.4,68532.0,0,0,0,57,WEBER,
168,570168,276.7,707.0,2.55,45.4,9.0,3.7,32.7,283.2,9.0,0.0,0.3,3.3,14.0,7.5,5.4,5.8,19.2,0.0,201.3,17.3,68532.0,0,0,0,57,WEBER,
169,570169,353.1,888.1,2.51,74.5,0.3,1.2,73.1,383.7,0.0,0.3,1.0,0.2,7.0,57.2,5.6,3.3,21.1,0.0,266.3,21.8,68532.0,0,0,0,57,WEBER,
170,570170,59.9,156.5,2.61,1.5,0.0,0.0,1.5,31.7,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.5,2.3,0.0,24.1,3.8,74607.0,0,0,0,57,WEBER,
171,570171,274.9,717.7,2.61,1.0,0.0,0.0,1.0,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.0,48.7,17.0,74607.0,0,0,0,57,WEBER,
172,570172,164.7,421.7,2.56,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,5.8,10.1,74607.0,0,0,0,57,WEBER,
173,570173,484.4,1242.2,2.56,824.9,243.9,15.5,565.5,984.6,209.6,34.3,13.5,2.0,216.9,59.3,44.8,244.5,14.2,0.0,115.7,29.8,74607.0,0,0,0,57,WEBER,
174,570174,75.4,205.0,2.72,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,4.4,80065.0,0,0,0,57,WEBER,
175,570175,108.9,296.8,2.73,0.0,0.0,0.0,0.0,125.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,50.3,6.7,80065.0,0,0,0,57,WEBER,
176,570176,930.5,2504.3,2.69,38.1,1.3,0.3,36.5,269.3,0.0,1.3,0.0,0.3,1.2,13.8,1.0,20.6,1.7,0.0,171.7,57.8,80065.0,0,0,0,57,WEBER,
177,570177,286.1,756.5,2.64,1217.1,134.1,482.2,600.8,1236.8,11.5,122.6,454.0,28.2,156.4,294.3,13.5,136.6,2.0,0.0,0.0,17.7,74269.0,0,0,0,57,WEBER,
178,570178,782.7,2160.4,2.76,867.0,25.3,378.8,462.8,967.0,23.7,1.7,225.8,153.0,3.8,134.2,142.4,182.4,3.7,0.0,47.7,48.7,74269.0,0,0,0,57,WEBER,
179,570179,626.9,1747.1,2.79,338.4,53.2,57.3,228.0,409.4,11.8,41.3,19.1,38.1,50.7,66.7,45.4,65.2,2.0,0.0,30.2,38.9,74269.0,0,0,0,57,WEBER,
180,570180,29.2,83.0,2.84,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.7,82031.0,0,0,0,57,WEBER,
181,570181,139.1,385.0,2.77,9.2,0.0,8.7,0.5,23.3,0.0,0.0,0.0,8.7,0.0,0.2,0.2,0.2,0.0,0.0,5.7,8.5,82031.0,0,0,0,57,WEBER,
182,570182,379.7,1040.2,2.74,4.5,0.2,0.5,3.8,124.5,0.0,0.2,0.5,0.0,0.5,0.3,1.5,1.5,0.0,0.0,96.5,23.5,75428.0,0,0,0,57,WEBER,
183,570183,1025.4,2893.5,2.82,373.4,3.7,12.0,357.8,450.0,1.8,1.8,2.2,9.8,17.9,287.5,27.7,24.7,0.0,0.0,12.8,63.8,89059.0,583,0,1895,57,WEBER,
184,570184,1143.2,3120.0,2.73,7.7,0.0,3.3,4.3,133.2,0.0,0.0,3.2,0.2,0.0,0.0,1.0,3.3,0.0,0.0,54.8,70.8,75428.0,0,0,0,57,WEBER,
185,570185,532.9,1194.6,2.24,273.4,29.5,2.0,241.9,339.6,0.3,29.2,1.2,0.8,54.1,42.9,21.3,123.5,2.0,0.0,31.3,32.9,47778.0,0,0,0,57,WEBER,
186,570186,593.8,1406.4,2.37,832.5,188.2,5.8,638.5,1003.9,47.2,141.0,3.3,2.5,113.1,97.4,195.8,232.2,1.7,0.0,132.9,36.8,47778.0,0,0,0,57,WEBER,
187,570187,895.6,2556.5,2.85,158.0,1.3,2.3,154.4,248.0,0.0,1.3,2.3,0.0,27.5,81.8,24.3,20.8,0.0,0.0,34.7,55.3,85949.0,753,0,0,57,WEBER,
188,570188,216.4,616.2,2.85,1.5,0.0,0.3,1.1,21.9,0.0,0.0,0.3,0.0,0.2,0.0,0.8,0.2,0.0,0.0,7.2,13.3,84050.0,0,0,0,57,WEBER,
189,570189,399.9,1171.1,2.93,100.7,0.2,1.0,99.6,157.5,0.0,0.2,0.8,0.2,2.0,87.6,3.6,6.3,0.0,0.0,32.0,24.8,63268.0,0,681,0,57,WEBER,
190,570190,480.0,1225.7,2.55,2.0,0.0,0.0,2.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.5,29.7,68447.0,0,0,0,57,WEBER,
191,570191,705.6,1731.1,2.45,158.1,25.2,0.8,132.1,322.4,11.8,13.3,0.7,0.2,11.3,66.5,19.9,34.5,0.0,0.0,120.7,43.5,63759.0,550,0,0,57,WEBER,
192,570192,672.0,1776.8,2.64,18.3,8.8,0.5,9.0,93.5,0.0,8.8,0.3,0.2,3.8,2.7,1.2,1.3,1.0,0.0,32.8,41.3,70707.0,0,0,0,57,WEBER,
193,570193,232.0,616.0,2.66,2103.9,159.0,1454.9,489.9,2143.3,14.7,144.4,245.8,1209.1,26.4,146.6,1.7,315.3,2.3,0.0,22.8,14.3,62747.0,0,0,0,57,WEBER,
194,570194,172.8,475.5,2.75,2050.4,1.8,1415.3,633.3,2061.1,0.3,1.5,1018.3,397.0,6.7,224.5,1.3,400.8,0.0,0.0,0.0,10.6,62747.0,0,0,0,57,WEBER,
195,570195,717.6,1773.8,2.47,602.9,39.4,226.8,336.8,683.4,11.3,28.0,19.0,207.8,43.7,93.2,47.6,152.4,1.8,0.0,34.3,44.3,45645.0,0,0,0,57,WEBER,
196,570196,1887.7,4569.7,2.42,1023.4,88.1,5.2,930.2,1215.2,24.0,64.1,4.7,0.5,68.1,337.6,210.3,314.2,0.8,0.0,74.1,116.9,63780.0,1436,1149,0,57,WEBER,
197,570197,358.4,844.7,2.36,332.9,19.6,4.2,309.2,451.1,1.3,18.3,2.0,2.2,121.2,46.1,38.5,103.5,0.7,0.0,95.4,22.1,57050.0,0,0,0,57,WEBER,
198,570198,1215.8,3167.9,2.61,268.7,92.4,4.8,171.4,469.6,37.2,55.3,1.0,3.8,53.4,21.8,17.4,78.8,0.0,0.0,125.5,75.5,57050.0,0,0,0,57,WEBER,
199,570199,512.4,1370.4,2.67,539.8,11.6,11.7,516.6,575.4,4.2,7.4,2.0,9.7,58.7,75.9,15.6,366.5,0.0,0.0,3.8,31.8,57050.0,0,0,0,57,WEBER,
200,570200,690.3,1655.8,2.40,1838.0,718.1,233.7,886.3,1957.7,526.8,191.2,144.5,89.2,51.0,110.0,40.6,684.8,0.3,0.0,76.6,42.7,61063.0,624,0,0,57,WEBER,
201,570201,849.3,1956.7,2.30,1173.8,307.9,0.5,865.4,1289.9,209.7,98.2,0.5,0.0,19.2,275.9,275.8,294.6,0.8,0.0,62.9,52.4,58354.0,0,0,0,57,WEBER,
202,570202,201.7,505.9,2.51,0.0,0.0,0.0,0.0,131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,118.7,12.6,58354.0,0,0,0,57,WEBER,
203,570203,433.7,1123.9,2.59,21.0,0.0,10.5,10.5,62.2,0.0,0.0,10.3,0.2,0.3,2.8,6.8,0.5,3.0,0.0,11.5,26.7,59979.0,0,0,0,57,WEBER,
204,570204,652.2,1662.0,2.55,343.7,136.1,0.5,207.1,499.2,20.1,116.0,0.5,0.0,13.4,88.5,39.0,66.3,0.0,0.0,115.1,40.4,66466.0,524,0,0,57,WEBER,
205,570205,416.8,1144.1,2.74,10.5,0.0,0.3,10.2,44.3,0.0,0.0,0.2,0.2,0.0,5.3,4.8,0.0,0.0,0.0,7.8,25.9,66466.0,0,0,0,57,WEBER,
206,570206,66.7,174.7,2.62,0.5,0.0,0.0,0.5,4.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,4.1,66466.0,0,0,0,57,WEBER,
207,570207,1292.9,3186.9,2.46,299.3,33.7,6.7,259.0,428.2,1.0,32.7,6.3,0.3,62.3,26.4,76.5,93.8,0.8,0.0,47.8,80.2,34574.0,555,0,0,57,WEBER,
208,570208,1012.2,2704.5,2.67,117.9,5.5,3.8,108.6,189.1,5.5,0.0,0.2,3.7,5.8,91.3,0.2,11.3,0.5,0.0,7.8,62.8,54132.0,428,0,0,57,WEBER,
209,570209,1597.4,3916.4,2.45,134.3,17.1,0.8,116.4,269.3,17.0,0.2,0.2,0.7,4.0,11.3,64.8,36.3,0.0,0.0,36.0,98.9,33306.0,0,0,0,57,WEBER,
210,570210,642.7,1695.0,2.64,1.7,0.0,0.2,1.5,71.7,0.0,0.0,0.0,0.2,0.2,0.3,0.2,0.8,0.0,0.0,30.2,39.8,45718.0,0,0,0,57,WEBER,
211,570211,281.0,777.2,2.77,105.7,7.1,8.2,90.3,144.3,4.8,2.3,7.3,0.8,11.6,37.3,22.5,18.9,4.5,0.0,16.7,17.5,62747.0,0,0,0,57,WEBER,
212,570212,52.2,143.3,2.74,654.9,13.0,5.5,636.3,664.7,5.8,7.2,2.3,3.2,139.1,192.9,91.3,213.1,2.2,0.0,4.3,3.3,62747.0,426,183,183,57,WEBER,
213,570213,397.0,1003.5,2.53,173.3,29.5,1.2,142.7,219.7,26.5,3.0,0.3,0.8,32.3,61.0,1.1,48.2,4.0,0.0,17.8,24.5,62747.0,462,0,0,57,WEBER,
214,570214,339.6,738.7,2.18,890.4,0.3,6.2,883.9,911.4,0.0,0.3,3.3,2.8,5.8,480.6,309.0,88.6,0.0,0.0,0.0,21.0,45090.0,503,0,0,57,WEBER,
215,570215,0.0,0.0,0.00,5563.7,767.7,1606.8,3189.2,5563.7,737.7,30.0,1104.5,502.3,751.7,1152.0,17.8,1267.7,0.0,0.0,0.0,0.0,45090.0,0,0,0,57,WEBER,
216,570216,163.9,370.5,2.26,8339.9,107.7,1447.1,6785.0,8414.6,100.1,7.6,887.5,559.6,196.1,4807.7,31.1,1750.2,3.0,0.0,61.5,10.2,45090.0,0,0,0,57,WEBER,
217,570217,1425.7,3746.1,2.63,162.4,2.5,1.2,158.7,281.9,1.0,1.5,0.8,0.3,10.1,93.8,0.2,54.6,1.0,0.0,30.2,88.3,44718.0,0,0,0,57,WEBER,
218,570218,702.8,1855.5,2.64,669.3,205.1,99.8,364.4,1028.2,189.7,15.4,91.5,8.3,50.6,56.0,11.0,246.8,1.0,0.0,314.2,43.7,44718.0,0,0,0,57,WEBER,
219,570219,1224.3,2774.2,2.27,1260.2,335.1,9.0,916.1,1475.3,218.5,116.6,1.8,7.2,112.5,133.3,97.7,572.7,0.0,0.0,139.4,75.7,31000.0,425,0,0,57,WEBER,
220,570220,1042.9,2261.6,2.17,1695.5,480.1,21.5,1193.9,1824.7,456.5,23.7,21.2,0.3,8.6,698.5,83.9,402.8,1.0,0.0,63.4,64.8,30234.0,0,0,0,57,WEBER,
221,570221,1000.1,2200.0,2.20,474.8,142.3,10.5,322.0,584.5,135.3,7.0,9.2,1.3,13.6,111.2,2.0,195.2,0.0,0.0,47.7,62.1,27691.0,559,862,0,57,WEBER,
222,570222,835.9,2033.9,2.43,181.6,74.5,4.3,102.7,236.7,73.8,0.7,0.8,3.5,1.8,39.2,3.3,58.5,2.7,0.0,0.8,51.7,46822.0,462,0,0,57,WEBER,
223,570223,140.3,333.6,2.38,1.7,0.2,0.2,1.3,27.4,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.3,0.0,0.0,17.1,8.6,46959.0,0,0,0,57,WEBER,
224,570224,579.7,1383.0,2.39,32.1,1.0,0.8,30.3,192.5,0.0,1.0,0.5,0.3,8.1,3.6,3.3,15.3,0.0,0.0,124.5,35.8,48047.0,0,0,0,57,WEBER,
225,570225,605.7,1418.5,2.34,17.8,0.5,4.2,13.1,62.9,0.2,0.3,0.2,4.0,3.0,1.7,0.2,8.3,0.0,0.0,7.8,37.3,48151.0,0,0,0,57,WEBER,
226,570226,383.0,971.2,2.54,55.5,25.8,0.3,29.3,89.5,25.3,0.5,0.3,0.0,0.0,5.8,2.5,21.0,0.0,0.0,10.4,23.6,34092.0,0,0,0,57,WEBER,
227,570227,712.2,1644.3,2.31,1191.3,362.9,0.5,827.9,1352.2,92.8,270.1,0.3,0.2,23.4,174.8,113.4,516.3,0.0,0.0,116.8,44.1,36708.0,4,4,0,57,WEBER,
228,570228,449.4,1034.7,2.30,339.1,8.6,17.2,313.3,403.1,1.8,6.8,0.5,16.7,3.8,113.1,141.8,54.6,0.0,0.0,36.1,27.9,37097.0,0,0,1253,57,WEBER,
229,570229,564.3,1247.2,2.21,640.2,2.3,0.8,637.0,681.0,0.0,2.3,0.7,0.2,7.0,480.3,78.6,71.1,0.0,0.0,5.7,35.2,48456.0,502,16,16,57,WEBER,
230,570230,548.4,1144.0,2.09,8.6,2.2,0.2,6.3,49.8,0.8,1.3,0.2,0.0,1.0,3.0,0.3,2.0,0.0,0.0,7.0,34.1,51091.0,0,0,0,57,WEBER,
231,570231,776.4,1705.1,2.20,7.6,2.8,0.0,4.8,59.7,0.8,2.0,0.0,0.0,0.2,1.5,0.0,3.2,0.0,0.0,4.0,48.1,50361.0,0,0,0,57,WEBER,
232,570232,182.6,487.1,2.67,6.2,0.2,0.2,5.8,254.9,0.0,0.2,0.0,0.2,0.3,0.5,4.7,0.3,17.4,0.0,220.1,11.2,79557.0,0,0,0,57,WEBER,
233,570233,118.3,309.2,2.61,12.8,4.3,6.5,2.0,79.5,4.3,0.0,0.0,6.5,0.0,1.8,0.0,0.2,6.0,0.0,53.4,7.3,79557.0,0,0,0,57,WEBER,
234,570234,167.3,439.8,2.63,13.0,7.8,2.2,3.0,95.4,7.8,0.0,2.2,0.0,0.8,1.2,0.2,0.8,10.0,0.0,61.9,10.4,79557.0,0,0,0,57,WEBER,
235,570235,113.8,297.3,2.61,1.3,0.0,0.0,1.3,80.5,0.0,0.0,0.0,0.0,0.8,0.3,0.2,0.0,5.9,0.0,66.4,7.0,79557.0,0,0,0,57,WEBER,
236,570236,135.0,366.6,2.71,2.5,0.0,0.0,2.5,45.2,0.0,0.0,0.0,0.0,1.2,0.0,0.2,1.2,5.2,0.0,29.4,8.1,79557.0,0,0,0,57,WEBER,
237,570237,85.9,225.7,2.63,1.7,0.2,0.2,1.3,162.9,0.0,0.2,0.2,0.0,0.7,0.2,0.2,0.3,4.5,0.0,151.5,5.3,79557.0,0,0,0,57,WEBER,
238,570238,292.2,767.7,2.63,5.0,0.0,3.3,1.7,34.3,0.0,0.0,3.3,0.0,0.3,1.3,0.0,0.0,1.0,0.0,10.2,18.1,79557.0,0,0,0,57,WEBER,
239,570239,111.4,305.2,2.74,1.0,0.0,0.0,1.0,159.7,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.0,8.2,0.0,143.6,6.9,79557.0,0,0,0,57,WEBER,
240,570240,108.0,292.4,2.71,1.2,0.2,0.2,0.8,80.0,0.0,0.2,0.2,0.0,0.0,0.2,0.7,0.0,5.0,0.0,66.9,7.0,79557.0,0,0,0,57,WEBER,
241,570241,146.3,391.3,2.68,23.8,0.0,22.5,1.3,115.1,0.0,0.0,0.2,22.3,0.3,0.3,0.5,0.2,2.5,0.0,79.8,9.0,79557.0,0,0,0,57,WEBER,
242,570242,187.2,496.9,2.65,3.6,0.0,0.0,3.6,46.7,0.0,0.0,0.0,0.0,2.3,0.0,0.8,0.5,3.3,0.0,28.0,11.7,79557.0,0,0,0,57,WEBER,
243,570243,397.0,1042.9,2.63,143.6,1.7,9.7,132.3,269.7,1.2,0.5,2.5,7.2,20.7,20.1,0.8,90.6,2.0,0.0,99.6,24.4,51279.0,0,0,0,57,WEBER,
244,570244,689.3,1574.4,2.28,1599.7,70.8,408.3,1120.6,1694.0,51.1,19.7,62.3,346.0,246.8,312.9,53.0,507.9,0.0,0.0,52.0,42.4,51279.0,0,0,0,57,WEBER,
245,570245,166.7,400.2,2.40,533.7,2.8,41.6,489.2,551.9,1.3,1.5,7.3,34.3,12.3,359.9,1.5,115.6,3.8,0.0,4.0,10.4,51279.0,0,0,0,57,WEBER,
246,570246,296.2,747.5,2.52,497.1,61.2,173.3,262.6,528.1,46.3,14.8,110.0,63.3,20.9,56.0,1.5,184.2,2.8,0.0,9.6,18.5,51279.0,0,0,0,57,WEBER,
247,570247,642.2,1455.0,2.27,1950.4,106.1,791.9,1052.3,2072.2,64.5,41.5,322.8,469.1,353.0,359.7,49.9,289.6,0.0,0.0,82.2,39.7,51279.0,13,3,0,57,WEBER,
248,570248,96.6,242.1,2.51,432.8,9.0,29.3,394.6,444.1,7.8,1.2,10.0,19.3,288.5,38.8,13.5,53.7,5.2,0.0,0.0,6.1,51279.0,0,0,0,57,WEBER,
249,570249,124.4,288.4,2.32,969.9,57.1,283.8,629.0,986.4,46.2,11.0,116.3,167.5,130.3,130.1,55.3,313.3,0.0,0.0,8.8,7.6,51279.0,0,0,0,57,WEBER,
250,570250,86.3,222.0,2.57,1.7,0.0,0.0,1.7,89.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,0.7,4.0,0.0,78.0,5.3,85322.0,0,0,0,57,WEBER,
251,570251,140.0,389.9,2.79,6.7,0.0,0.2,6.5,72.2,0.0,0.0,0.0,0.2,0.3,1.0,0.8,4.3,3.7,0.0,53.2,8.6,85322.0,0,0,0,57,WEBER,
252,570252,155.4,439.7,2.83,1.0,0.0,0.3,0.7,68.7,0.0,0.0,0.3,0.0,0.3,0.0,0.2,0.2,3.2,0.0,55.0,9.5,85322.0,0,0,0,57,WEBER,
253,570253,67.8,179.6,2.65,1.8,0.0,0.0,1.8,120.0,0.0,0.0,0.0,0.0,1.2,0.0,0.7,0.0,1.0,0.0,112.9,4.3,85322.0,0,0,0,57,WEBER,
254,570254,253.9,689.4,2.72,6.0,0.0,0.0,6.0,41.9,0.0,0.0,0.0,0.0,0.5,0.3,0.3,4.8,2.0,0.0,18.2,15.7,85322.0,0,0,0,57,WEBER,
255,570255,188.5,499.3,2.65,82.9,0.3,0.5,82.1,120.5,0.2,0.2,0.3,0.2,2.3,72.7,5.0,2.2,3.8,0.0,22.2,11.6,85322.0,812,0,0,57,WEBER,
256,570256,249.0,753.4,3.03,118.7,1.7,0.8,116.2,146.6,0.3,1.3,0.2,0.7,14.5,81.6,2.2,18.0,1.0,0.0,11.6,15.3,85322.0,670,287,0,57,WEBER,
257,570257,365.1,994.9,2.72,18.6,12.3,0.0,6.3,58.3,12.0,0.3,0.0,0.0,1.2,0.7,4.1,0.3,3.2,0.0,13.8,22.7,85322.0,0,0,0,57,WEBER,
258,570258,381.5,1115.6,2.92,51.0,0.2,1.2,49.6,87.6,0.0,0.2,0.7,0.5,1.8,2.2,21.3,24.3,2.5,0.0,10.3,23.8,85322.0,0,0,0,57,WEBER,
259,570259,140.1,382.2,2.73,68.1,0.5,0.5,67.1,79.2,0.0,0.5,0.5,0.0,0.3,10.7,1.0,55.1,1.8,0.0,0.8,8.4,85322.0,0,0,0,57,WEBER,
260,570260,191.9,448.8,2.34,3368.7,224.1,1529.9,1614.7,3406.7,210.3,13.8,1015.0,514.9,955.9,254.3,135.2,269.2,0.0,0.0,26.2,11.8,22791.0,0,0,0,57,WEBER,
261,570261,30.3,78.5,2.59,1469.7,110.6,813.8,545.3,1541.2,109.8,0.8,596.7,217.1,93.3,162.9,14.5,274.5,1.0,68.5,0.0,2.0,22791.0,0,0,0,57,WEBER,
262,570262,10.7,25.6,2.40,714.8,16.8,543.8,154.2,715.8,16.8,0.0,87.3,456.5,12.0,27.8,0.0,114.4,0.0,0.0,0.0,1.0,22791.0,0,0,0,57,WEBER,
263,570263,32.7,86.4,2.65,621.6,0.7,441.6,179.2,623.5,0.7,0.0,1.7,440.0,1.3,36.0,0.0,142.0,0.0,0.0,0.0,2.0,22791.0,0,0,0,57,WEBER,
264,570264,7.0,12.6,1.80,4443.4,88.5,2372.2,1982.7,4443.4,24.3,64.2,2317.8,54.3,105.9,842.6,29.6,1004.6,0.0,0.0,0.0,0.0,22791.0,0,0,0,57,WEBER,
265,570265,619.1,1647.6,2.66,0.5,0.0,0.0,0.5,191.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,7.9,0.0,145.0,38.2,81994.0,0,0,0,57,WEBER,
266,570266,353.9,933.9,2.64,1.5,0.0,0.0,1.5,113.3,0.0,0.0,0.0,0.0,0.0,0.2,1.3,0.0,4.5,0.0,85.2,22.1,81994.0,0,0,0,57,WEBER,
267,570267,757.8,2086.3,2.75,2.0,0.0,0.2,1.8,170.2,0.0,0.0,0.0,0.2,0.2,0.0,1.3,0.3,4.7,0.0,116.5,47.0,81994.0,0,0,0,57,WEBER,
268,570268,885.7,2462.9,2.78,85.2,1.8,16.7,66.7,275.7,1.5,0.3,14.5,2.2,10.8,13.3,35.8,6.7,3.3,0.0,132.6,54.7,81994.0,0,0,0,57,WEBER,
269,570269,863.7,2334.5,2.70,0.0,0.0,0.0,0.0,184.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,119.9,53.4,80294.0,0,0,0,57,WEBER,
270,570270,856.6,2358.4,2.75,42.2,10.2,1.3,30.7,153.6,9.3,0.8,1.3,0.0,1.6,15.8,4.1,9.2,6.2,0.0,52.2,53.0,80294.0,0,0,0,57,WEBER,
271,570271,837.0,2230.1,2.66,159.7,12.3,44.5,102.9,295.4,12.2,0.2,18.8,25.7,2.7,76.1,2.5,21.7,7.9,0.0,75.9,51.9,80294.0,634,0,0,57,WEBER,
