;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME,City
791,350791,298.8333333,810.4922787,2.712188328,221.7,4.5,39.5,177.7,268.8326006,3.666666667,0.833333333,38.83333333,0.666666667,128.5,12.83333333,3,33.33333333,0,0,16.16693777,30.99899615,37038,0,0,0,35,SALT LAKE,Salt Lake City
792,350792,140.3333333,365.8299493,2.606864247,348.3,0.5,215.2,132.7,362.9994715,0,0.5,178.1666667,37,100,22,0.166666667,10.5,0,0,0,14.66613817,37038,0,0,0,35,SALT LAKE,Salt Lake City
793,350793,0,0,0,645.5,37.5,280.7,327.3,645.5,36.66666667,0.833333333,225.6666667,55,83.33333333,27.16666667,1,215.8333333,0,0,0,0,37038,0,0,0,35,SALT LAKE,Salt Lake City
794,350794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33251,0,0,0,35,SALT LAKE,Salt Lake City
795,350795,0,0,0,6976.3,259.3,3088,3629,6976.333333,258.1666667,1.166666667,612.5,2475.5,21.83333333,624.5,20.16666667,2962.5,0,0,0,0,54363,0,0,0,35,SALT LAKE,Salt Lake City
796,350796,0,0,0,6676,465.7,3314.5,2895.8,6677.333351,430.6666667,35,1034.5,2280,316.8333333,327.3333333,21.83333333,2229.833333,0,0,1.333351406,0,54363,0,0,0,35,SALT LAKE,Salt Lake City
797,350797,0,0,0,8136.2,132.5,4337,3666.7,8181.335179,97.16666667,35.33333333,2521.833333,1815.166667,354.1666667,358.6666667,32.5,2921.333333,0,0,45.16851249,0,54363,0,0,0,35,SALT LAKE,Salt Lake City
798,350798,0,0,0,4989.8,205.7,2881.7,1902.5,4989.833333,152.6666667,53,1059.666667,1822,85.66666667,1204.166667,0.666666667,612,0,0,0,0,54363,0,0,0,35,SALT LAKE,Salt Lake City
799,350799,0,0,0,2945.7,152.5,1599.8,1193.3,2954.000452,151.5,1,1073.166667,526.6666667,414.8333333,79.5,11.33333333,687.6666667,0,0,8.333785176,0,54363,0,0,0,35,SALT LAKE,Salt Lake City
800,350800,1,6.042038277,6.042038277,6373.2,1239.7,2136.7,2996.8,6373.166667,1178.333333,61.33333333,938.1666667,1198.5,796.3333333,1369.833333,50,780.6666667,0,0,0,0,54363,0,0,0,35,SALT LAKE,Salt Lake City
801,350801,966.8333333,3206.448597,3.316443989,657.2,97.5,72,487.7,759.3300066,37.66666667,59.83333333,12.5,59.5,171.1666667,196,15,105.5,0,0,1.666797705,100.4965422,41581,597,816,0,35,SALT LAKE,Salt Lake City
802,350802,1,1,1,1425,190.2,51.3,1183.5,1432.500407,158.6666667,31.5,7.333333333,44,324.1666667,152.8333333,74.66666667,631.8333333,0,0,7.500406658,0,29459,0,0,0,35,SALT LAKE,Salt Lake City
803,350803,0,0,0,392.3,0,0.3,392,392.3333333,0,0,0,0.333333333,0.333333333,19.16666667,0.166666667,372.3333333,0,0,0,0,29459,0,0,0,35,SALT LAKE,Salt Lake City
804,350804,507.5,1516.816758,2.988801493,1242.2,102.5,293.7,846,1354.000614,79.83333333,22.66666667,196,97.66666667,206.5,200.6666667,25.5,413.3333333,0,0,59.00234512,52.83160181,33711,379,0,0,35,SALT LAKE,Salt Lake City
805,350805,0,0,0,1879,396.8,309.2,1173,1883.500244,385.1666667,11.66666667,207.5,101.6666667,39,106.8333333,2,1025.166667,0,0,4.500243995,0,27591,0,0,0,35,SALT LAKE,Salt Lake City
806,350806,18.16666667,53.08242987,2.921968617,4223.3,602.7,1671.5,1949.2,4250.000469,539,63.66666667,689.3333333,982.1666667,254.8333333,271.6666667,4.333333333,1418.333333,0,0,24.66720435,1.999930951,27591,0,0,0,35,SALT LAKE,Salt Lake City
807,350807,0,0,0,362,17,269.3,75.7,362,17,0,13,256.3333333,3.666666667,8.333333333,0,63.66666667,0,0,0,0,27591,0,0,0,35,SALT LAKE,Salt Lake City
808,350808,14.83333333,38.70525149,2.609342797,278.2,22.3,32.3,223.5,289.6666189,20.66666667,1.666666667,5.333333333,27,34.83333333,16.83333333,11.83333333,160,0,0,9.833333333,1.666618867,55447,0,0,0,35,SALT LAKE,West Valley City
809,350809,845.5,2063.677484,2.440777627,690.2,402.3,40.8,247,778.6637597,312.1666667,90.16666667,0,40.83333333,70.16666667,24.33333333,32.66666667,119.8333333,0,0,0.666675703,87.83041728,55447,0,0,0,35,SALT LAKE,West Valley City
810,350810,590.6666667,1531.101988,2.592159121,1194.8,738.8,0.3,455.7,1331.001335,546,192.8333333,0.166666667,0.166666667,124.6666667,87.5,141.8333333,101.6666667,0,0,74.50306349,61.66493788,63528,0,0,0,35,SALT LAKE,West Valley City
811,350811,404.5,958.0885766,2.368574973,2409.2,1549.8,1.2,858.2,2480.499459,1199.333333,350.5,0.833333333,0.333333333,301.1666667,67.16666667,76.83333333,413,0,0,29.33469343,41.99809842,67929,0,0,0,35,SALT LAKE,West Valley City
812,350812,58,142.8671304,2.463226387,6393.8,141.2,3559,2693.7,6507.505738,83.33333333,57.83333333,73.33333333,3485.666667,86.16666667,738.5,0.333333333,1868.666667,0,0,107.6726063,5.999798177,54363,0,0,0,35,SALT LAKE,West Valley City
813,350813,0.833333333,0.833333333,1,5117.3,30.2,3597.5,1489.7,5132.000199,29.83333333,0.333333333,309.6666667,3287.833333,384.5,334.8333333,0.666666667,769.6666667,0,0,14.66686547,0,54363,0,0,0,35,SALT LAKE,West Valley City
814,350814,0.666666667,2.877562701,4.316344052,7470.2,19,352.2,7099,7619.342269,1.666666667,17.33333333,179.5,172.6666667,2786.5,2762.5,149.1666667,1400.833333,0,0,149.1756021,0,54363,75,0,0,35,SALT LAKE,West Valley City
815,350815,0,0,0,8313.8,80.5,160.7,8072.7,8328.833821,25.83333333,54.66666667,90.16666667,70.5,564,909.5,14.5,6584.666667,0,0,15.00048799,0,54363,0,0,0,35,SALT LAKE,West Valley City
816,350816,0,0,0,3206.8,339.5,2154.8,712.5,3206.833333,339,0.5,1580.333333,574.5,73.16666667,34.16666667,19,586.1666667,0,0,0,0,54363,0,0,0,35,SALT LAKE,West Valley City
817,350817,1587.333333,3953.022633,2.490354452,4087.7,1661,161,2265.7,4609.179044,978.6666667,682.3333333,4.5,156.5,692.8333333,625.1666667,113.5,834.1666667,0,0,356.5187835,164.9935942,54363,1915,203,68,35,SALT LAKE,West Valley City
818,350818,301,933.9330033,3.102767453,0,0,0,0,77.33328243,0,0,0,0,0,0,0,0,0,0,46.00106185,31.33222058,48827,0,0,0,35,SALT LAKE,West Valley City
819,350819,673.8333333,2307.187151,3.423973016,5990.5,28.7,570.8,5391,6212.337393,8.666666667,20,1.833333333,569,1161,646.1666667,67,3516.833333,0,0,151.6731484,70.16424464,50665,696,0,0,35,SALT LAKE,West Valley City
820,350820,245.8333333,680.7371537,2.769100286,37.7,0.7,0.2,36.8,63.33243835,0,0.666666667,0,0.166666667,23.5,0.833333333,7.5,5,0,0,0,25.66577169,54244,0,0,0,35,SALT LAKE,West Valley City
821,350821,352.3333333,1060.810395,3.010814746,5344.7,135.2,2420.7,2788.8,5394.832059,14,121.1666667,1034.666667,1386,136.3333333,274.8333333,43.5,2334.166667,0,0,13.5,36.66539192,36465,0,0,338,35,SALT LAKE,West Valley City
822,350822,1,1,1,3377.2,38.3,2282.8,1056,3378.16668,23.5,14.83333333,231.8333333,2051,437.8333333,244.5,0.166666667,373.5,0,0,1.000013555,0,36465,0,0,0,35,SALT LAKE,West Valley City
823,350823,0,0,0,1134.2,11.5,685.2,437.5,1134.166667,1.166666667,10.33333333,257.6666667,427.5,141.5,114.6666667,0,181.3333333,0,0,0,0,36465,0,0,0,35,SALT LAKE,West Valley City
824,350824,0,0,0,432.3,60,125,247.3,432.3333333,29.5,30.5,31.83333333,93.16666667,1.833333333,213.5,1,31,0,0,0,0,54363,718,308,308,35,SALT LAKE,West Valley City
825,350825,1475,4216.051256,2.858339834,332.5,36,149.3,147.2,490.3284953,9.5,26.5,94.5,54.83333333,33.33333333,60.5,1.666666667,51.66666667,0,0,4.666784146,153.1617111,34750,0,0,0,35,SALT LAKE,West Valley City
826,350826,604.8333333,1675.079859,2.769489984,547,116,243.3,187.7,651.4995449,115.6666667,0.333333333,22.33333333,221,14.5,110.6666667,0.166666667,62.33333333,0,0,41.6683069,62.83123798,37168,923,0,0,35,SALT LAKE,West Valley City
827,350827,997.3333333,2688.866616,2.696056098,3.8,0.5,0,3.3,108.6625079,0.5,0,0,0,0,0,0,3.333333333,0,0,1.000013555,103.829161,37844,0,0,0,35,SALT LAKE,West Valley City
828,350828,198,470.9979793,2.378777673,173.3,96.5,0.5,76.3,198.8327057,57.66666667,38.83333333,0.5,0,1.5,1.833333333,3.833333333,69.16666667,0,0,4.833398848,20.66597353,29811,0,0,0,35,SALT LAKE,West Valley City
829,350829,870.3333333,2319.143068,2.664660745,838.3,145,22.2,671.2,963.8327724,42.66666667,102.3333333,20.16666667,2,10.33333333,220.6666667,33.66666667,406.5,0,0,35.00259142,90.49684764,31602,823,893,0,35,SALT LAKE,West Valley City
830,350830,666.6666667,1674.643966,2.511965948,1093,142,0.5,950.5,1200.500118,75.16666667,66.83333333,0.333333333,0.166666667,80.66666667,8.666666667,6.833333333,854.3333333,0,0,38.16903441,69.33108396,49870,0,0,0,35,SALT LAKE,West Valley City
831,350831,468.6666667,1367.945465,2.918802557,102,37,2.7,62.3,269.3387126,36.33333333,0.666666667,0.5,2.166666667,28,0.5,0.333333333,33.5,0,0,118.67365,48.66506262,36786,0,0,0,35,SALT LAKE,West Valley City
832,350832,62.66666667,154.9367588,2.472395087,8699.3,440.7,4018.3,4240.3,8731.667606,390.1666667,50.5,1291.666667,2726.666667,792.6666667,766.1666667,43.66666667,2637.833333,0,0,25.8347002,6.499572384,31553,0,0,0,35,SALT LAKE,West Valley City
833,350833,141.3333333,379.4963499,2.685115684,1488.8,70.5,131.5,1286.8,1507.666219,5.5,65,61.16666667,70.33333333,713.3333333,151.3333333,3.5,418.6666667,0,0,4.000054219,14.8328314,31553,481,287,150,35,SALT LAKE,West Valley City
834,350834,169.3333333,499.90496,2.952194646,1119.7,50.5,177.7,891.5,1167.668775,49.66666667,0.833333333,49.33333333,128.3333333,177.6666667,120.6666667,43.16666667,550,0,0,30.50262305,17.49948481,31553,794,0,0,35,SALT LAKE,West Valley City
835,350835,1016.5,2398.678825,2.359743064,3278.7,23.3,156.5,3098.8,3401.163277,8.5,14.83333333,73.83333333,82.66666667,1706.666667,153.3333333,337.3333333,901.5,0,0,17.00023043,105.4963803,31553,0,0,0,35,SALT LAKE,West Valley City
836,350836,0,0,0,1588.5,702.3,13.3,872.8,1588.5,227.1666667,475.1666667,0,13.33333333,109.5,40.5,7.5,715.3333333,0,0,0,0,35432,0,0,0,35,SALT LAKE,West Valley City
837,350837,725.3333333,1787.569511,2.464480024,1984.8,589.3,25,1370.5,2074.164746,340.6666667,248.6666667,12,13,198,43,16.33333333,1113.166667,0,0,13.83398852,75.49742395,35432,0,0,0,35,SALT LAKE,West Valley City
838,350838,1174,2991.24385,2.547907879,5251,126.5,348,4776.5,5421.664651,69.83333333,56.66666667,143.8333333,204.1666667,846.3333333,241.8333333,1025.5,2662.833333,0,0,48.50212145,122.1625291,31627,0,0,223,35,SALT LAKE,West Valley City
839,350839,702.1666667,1661.275575,2.365927712,691.7,6.2,18.2,667.3,819.8331343,3.166666667,3,15.33333333,2.833333333,290.3333333,31.16666667,139.1666667,206.6666667,0,0,55.16901179,72.9974558,42463,0,0,0,35,SALT LAKE,West Valley City
840,350840,132.3333333,343.2509035,2.593835543,116,0.5,0.8,114.7,171.5010567,0,0.5,0,0.833333333,1.833333333,90.83333333,9.333333333,12.66666667,0,0,41.66830237,13.83275437,42463,403,173,0,35,SALT LAKE,West Valley City
841,350841,962.3333333,2188.963625,2.274641799,722,269.3,14,438.7,903.4997069,181.8333333,87.5,8,6,144.6666667,27.5,14.16666667,252.3333333,0,0,81.50313812,99.9965688,42463,0,0,0,35,SALT LAKE,West Valley City
842,350842,0,0,0,2039.7,52.8,1025.3,961.5,2039.666667,50.83333333,2,510.1666667,515.1666667,321.5,137,0.5,502.5,0,0,0,0,29125,0,0,0,35,SALT LAKE,South Salt Lake
843,350843,0,0,0,1823.5,251.3,1024.7,547.5,1823.5,242.5,8.833333333,511.8333333,512.8333333,194.1666667,115.8333333,0.333333333,237.1666667,0,0,0,0,29125,0,0,0,35,SALT LAKE,South Salt Lake
844,350844,0,0,0,689,45.2,453.3,190.5,689,44.5,0.666666667,311.3333333,142,56.83333333,59.66666667,0,74,0,0,0,0,29125,0,0,0,35,SALT LAKE,South Salt Lake
845,350845,286.6666667,529.1130807,1.845743305,1996.5,273,688.8,1034.7,2027.165648,272.6666667,0.333333333,78,610.8333333,10.66666667,154.5,184.8333333,684.6666667,0,0,0.833344629,29.83230291,29125,0,0,0,35,SALT LAKE,South Salt Lake
846,350846,0,0,0,669.7,246,169.2,254.5,669.6666667,243.5,2.5,88.66666667,80.5,17.66666667,114.1666667,4.5,118.1666667,0,0,0,0,29125,0,0,0,35,SALT LAKE,South Salt Lake
847,350847,304.3333333,1022.688034,3.360420704,843.5,323.3,0.7,519.5,889.6663845,94.5,228.8333333,0,0.666666667,60.5,45.16666667,79.66666667,334.1666667,0,0,14.50094212,31.66544235,61297,0,0,0,35,SALT LAKE,West Valley City
848,350848,516,1710.035592,3.314022466,322.7,193.7,0.7,128.3,414.6685089,148.6666667,45,0.5,0.166666667,5.833333333,50.83333333,2.666666667,69,0,0,38.33697081,53.66487141,61292,487,0,0,35,SALT LAKE,West Valley City
849,350849,451.1666667,1272.139468,2.81966635,1094.2,699.3,13.5,381.3,1180.000083,606.5,92.83333333,0.5,13,13,12.5,49.5,306.3333333,0,0,38.83496455,46.99845173,52144,0,0,0,35,SALT LAKE,West Valley City
850,350850,816.5,2198.165144,2.692180213,1647.8,468.5,15.7,1163.7,1807.832328,239.8333333,228.6666667,0.833333333,14.83333333,154.3333333,103.3333333,43.83333333,862.1666667,0,0,75.16877679,84.83021814,59374,388,0,0,35,SALT LAKE,West Valley City
851,350851,1082,3053.095072,2.821714485,460.8,124.5,14.3,322,636.3310227,97.33333333,27.16666667,6.333333333,8,55.33333333,23.33333333,38.16666667,205.1666667,0,0,63.33495318,112.1627362,58476,0,0,0,35,SALT LAKE,West Valley City
852,350852,1885.166667,5471.648146,2.902474483,2052.3,398.2,1.8,1652.3,2479.50008,371.8333333,26.33333333,1.666666667,0.166666667,75.83333333,167,1118.333333,291.1666667,0,0,231.0066738,196.1600725,39921,0,0,0,35,SALT LAKE,West Valley City
853,350853,710.5,1882.951556,2.650178123,447.8,206.2,0.2,241.5,521.4975089,135.5,70.66666667,0.166666667,0,94.83333333,9,49.66666667,88,0,0,0,73.6641756,29811,0,0,0,35,SALT LAKE,West Valley City
854,350854,489.1666667,1224.512983,2.503263339,609.8,249.2,26.2,334.5,674.4982764,196.8333333,52.33333333,1.5,24.66666667,52.66666667,40.66666667,35.5,205.6666667,0,0,13.66666667,50.99827643,37381,0,0,0,35,SALT LAKE,West Valley City
855,350855,488,1310.275235,2.684990235,1439.5,688.2,1.5,749.8,1508.831911,674.8333333,13.33333333,1.333333333,0.166666667,235.3333333,104.6666667,228.3333333,181.5,0,0,18.50025076,50.83166025,42851,578,0,0,35,SALT LAKE,West Valley City
856,350856,229.1666667,686.3466625,2.994967255,644.7,527.8,0.3,116.5,673.8326204,501.8333333,26,0.166666667,0.166666667,46.5,5.833333333,11.66666667,52.5,0,0,5.333491485,23.83246225,79595,0,0,0,35,SALT LAKE,West Valley City
857,350857,602,1965.965634,3.265723645,73.3,6.3,7.3,59.7,135.6645076,0,6.333333333,0.333333333,7,0.833333333,49.66666667,0.5,8.666666667,0,0,0,62.33117423,52517,433,0,0,35,SALT LAKE,West Valley City
858,350858,516.6666667,1608.767419,3.113743392,105.5,37.7,0.3,67.5,159.164805,26.33333333,11.33333333,0.333333333,0,3.666666667,21.33333333,23.5,19,0,0,0,53.664805,49798,0,0,0,35,SALT LAKE,West Valley City
859,350859,249,735.3947182,2.953392443,22.8,8.3,0,14.5,48.66578496,4.166666667,4.166666667,0,0,1,2,5.333333333,6.166666667,0,0,0,25.83245163,51928,0,0,0,35,SALT LAKE,West Valley City
860,350860,139.3333333,405.119494,2.907556177,377.3,61.3,1.3,314.7,391.6663586,26.16666667,35.16666667,1,0.333333333,20.16666667,155.3333333,13.83333333,125.3333333,0,0,0,14.33302531,79595,0,0,3086,35,SALT LAKE,West Valley City
861,350861,821.5,2090.112149,2.544263115,928,231,1.8,695.2,1182.334352,83.5,147.5,1.666666667,0.166666667,32.66666667,19.5,83.16666667,559.8333333,0,0,169.0040598,85.3302925,28806,0,0,0,35,SALT LAKE,West Valley City
862,350862,254.6666667,720.152618,2.827824416,22.5,1.2,0,21.3,48.99905987,0.166666667,1,0,0,0.333333333,0.666666667,8.5,11.83333333,0,0,0,26.49905987,51928,0,0,0,35,SALT LAKE,West Valley City
863,350863,445.5,1321.776909,2.966951535,69.2,0.2,0,69,145.832591,0.166666667,0,0,0,0.333333333,64.66666667,0,4,0,0,30.50093082,46.16499355,47963,594,0,0,35,SALT LAKE,West Valley City
864,350864,1110.666667,2646.242116,2.382570933,2747.2,407.7,1.8,2337.7,2933.164779,191.8333333,215.8333333,0.5,1.333333333,227,443.8333333,31.33333333,1635.5,0,0,70.50270433,115.4954082,15200,0,0,0,35,SALT LAKE,West Valley City
865,350865,546.8333333,1319.495756,2.412976085,1415,540.5,1.8,872.7,1558.834919,477.3333333,63.16666667,1.833333333,0,567.6666667,27.33333333,15.83333333,261.8333333,0,0,86.83657082,56.99834821,41507,0,0,0,35,SALT LAKE,West Valley City
866,350866,1274.166667,3103.216176,2.435486862,4970.8,2124.7,1.8,2844.3,5206.837535,1677.333333,447.3333333,0.833333333,1,1834.333333,119.1666667,30.33333333,860.5,0,0,103.172918,132.8312835,51022,943,0,0,35,SALT LAKE,West Valley City
867,350867,403.1666667,1195.313183,2.964811533,78.3,4.5,0.3,73.5,123.4985925,3.833333333,0.666666667,0.166666667,0.166666667,6.333333333,49,16.33333333,1.833333333,0,0,3.333378516,41.83188065,42131,526,0,0,35,SALT LAKE,West Valley City
868,350868,398.5,1055.190722,2.647906455,708.8,587,0.5,121.3,774.1670045,585.3333333,1.666666667,0.5,0,74.33333333,25.5,6.333333333,15.16666667,0,0,24.16840406,41.1652671,51022,0,0,0,35,SALT LAKE,West Valley City
869,350869,595.3333333,1352.267712,2.271446324,56.3,27.8,0.2,28.3,133.3312327,2,25.83333333,0,0.166666667,1.333333333,0,0.166666667,26.83333333,0,0,15.16666667,61.83123266,35528,0,0,0,35,SALT LAKE,West Valley City
870,350870,722.1666667,1701.601638,2.356245056,1764.7,398.2,49.5,1317,2117.3532,319.1666667,79,25.66666667,23.83333333,234.8333333,139.3333333,197,745.8333333,0,0,277.6890112,74.99752221,43467,0,0,0,35,SALT LAKE,West Valley City
871,350871,128.5,366.1276293,2.849242251,35.8,20.5,0.3,15,49.16609301,20.5,0,0.333333333,0,6.833333333,3.333333333,2.166666667,2.666666667,0,0,0,13.33275968,35528,0,0,0,35,SALT LAKE,West Valley City
872,350872,1501.333333,3125.46987,2.081796095,944.8,669,2.2,273.7,1116.66184,656.3333333,12.66666667,1.833333333,0.333333333,13.5,31,42,187.1666667,0,0,16.00021688,155.8282902,28733,0,0,0,35,SALT LAKE,West Valley City
873,350873,2563,6280.966734,2.450630798,1942.3,745.8,250.2,946.3,2326.330263,664.1666667,81.66666667,192.6666667,57.5,177,64,122.1666667,583.1666667,0,0,117.672692,266.3242375,42647,0,0,0,35,SALT LAKE,West Valley City
874,350874,1772.666667,3939.82854,2.222543366,0.8,0.2,0,0.7,185.4937219,0,0.166666667,0,0,0.166666667,0,0.333333333,0.166666667,0,0,0.5,184.1603885,32479,0,0,0,35,SALT LAKE,West Valley City
875,350875,1775.666667,3951.450642,2.22533357,4799.7,184.5,446.5,4168.7,5073.842719,140.5,44,286.1666667,160.3333333,258.5,3178.5,126.3333333,605.3333333,1.005845435,0,88.50824872,184.6619583,33443,0,0,0,35,SALT LAKE,South Salt Lake
876,350876,431,1033.048186,2.396863541,3656.3,436.5,1244.2,1975.7,3866.841852,420.8333333,15.66666667,858.6666667,385.5,613.8333333,168.5,79.16666667,1114.166667,0,0,165.8434052,44.66511306,27637,0,0,0,35,SALT LAKE,South Salt Lake
877,350877,641.5,1350.35668,2.104998721,1573.3,180.8,768,624.5,1649.16536,180.8333333,0,352.8333333,415.1666667,164.8333333,69.5,3.333333333,386.8333333,0,0,9.167123027,66.66490334,20421,0,0,0,35,SALT LAKE,Salt Lake County
878,350878,433.3333333,1434.991675,3.311519249,709.5,66.3,94.7,548.5,776.8329816,57,9.333333333,0.5,94.16666667,81,364.3333333,5.666666667,97.5,0,0,22.33449005,44.99849155,58250,0,0,2639,35,SALT LAKE,West Valley City
879,350879,407.1666667,1361.620536,3.344135578,97.2,43.7,4.8,48.7,176.4986932,13.16666667,30.5,4.333333333,0.5,11.83333333,10.5,12.66666667,13.66666667,0,0,37.00012199,42.33190456,65053,0,0,0,35,SALT LAKE,West Valley City
880,350880,488,1613.656371,3.306672891,139.2,82.5,39.2,17.5,189.9982127,30,52.5,33.33333333,5.833333333,0,11.83333333,0,5.666666667,0,0,0,50.83154602,57454,0,0,0,35,SALT LAKE,West Valley City
881,350881,357.6666667,1318.89153,3.687487968,92.7,0.3,0.3,92,129.8320294,0,0.333333333,0.166666667,0.166666667,1.666666667,79,0.833333333,10.5,0,0,0,37.1653627,61771,539,0,0,35,SALT LAKE,West Valley City
882,350882,953.6666667,3147.613737,3.300538697,89.5,20,0,69.5,194.3299845,20,0,0,0,0.666666667,67.5,0,1.333333333,0,0,5.833333333,98.99665115,58493,0,0,0,35,SALT LAKE,West Valley City
883,350883,561.3333333,1539.412076,2.742420562,4.5,2,1.7,0.8,62.83130435,0.833333333,1.166666667,1.666666667,0,0,0.5,0,0.333333333,0,0,0,58.33130435,54801,0,0,0,35,SALT LAKE,West Valley City
884,350884,441.5,1382.467178,3.131295986,201.3,30.5,4.2,166.7,249.3317374,28.5,2,4.166666667,0,1.833333333,160.5,0,4.333333333,0,0,2.166696035,45.83170802,32395,532,681,0,35,SALT LAKE,West Valley City
885,350885,493.6666667,1362.334727,2.7596247,324.7,112.8,147.8,64,376.3326165,46.66666667,66.16666667,147.8333333,0,6.5,11,3.5,43,0.167779633,0,0,51.49817019,62636,0,0,0,35,SALT LAKE,West Valley City
886,350886,766,1982.50068,2.588120992,359.7,327.5,0,32.2,441.8306265,300.5,27,0,0,3.333333333,9.333333333,4.166666667,15.33333333,0,0,2.500033887,79.66392596,39046,0,0,0,35,SALT LAKE,West Valley City
887,350887,932.3333333,2522.978647,2.70609079,529,455.2,6.5,67.3,719.8376292,401.1666667,54,6.166666667,0.333333333,0.833333333,2.833333333,23.83333333,39.83333333,0,0,93.84092233,96.99670691,44955,0,0,0,35,SALT LAKE,West Valley City
888,350888,373.6666667,1134.032152,3.03487641,1192,104,0.8,1087.2,1244.4994,102.3333333,1.666666667,0.166666667,0.666666667,10,82,771.3333333,223.8333333,0,0,13.66740769,38.83199219,48676,15,0,0,35,SALT LAKE,West Valley City
889,350889,526.8333333,1488.499207,2.825370213,143.2,19.7,5.5,118,198.1647678,19.66666667,0,5.5,0,0.666666667,73.66666667,0.166666667,43.5,0,0,0,54.99810116,57552,450,0,0,35,SALT LAKE,West Valley City
890,350890,531.3333333,1569.348328,2.95360413,40,4.2,0,35.8,94.99810116,4.166666667,0,0,0,0.5,0.5,7.666666667,27.16666667,0,0,0,54.99810116,59499,0,0,0,35,SALT LAKE,West Valley City
891,350891,594,1653.065573,2.782938676,125,3.2,3.2,118.7,186.6644172,3.166666667,0,0,3.166666667,2,114.1666667,0,2.5,0,0,0,61.66441723,61471,0,621,0,35,SALT LAKE,West Valley City
892,350892,840.8333333,1893.149763,2.251516071,577.8,102,6.5,469.3,676.3306321,29.33333333,72.66666667,0.833333333,5.666666667,65.5,109.1666667,51.66666667,243,0,0,11.00019881,87.49709995,46145,508,0,0,35,SALT LAKE,West Valley City
893,350893,596.3333333,1351.124782,2.265720707,3868.7,134.5,11.5,3722.7,3962.500843,84.33333333,50.16666667,7.666666667,3.833333333,259.3333333,696.1666667,236.3333333,2530.833333,0,0,31.83635402,61.99782229,48182,0,0,0,35,SALT LAKE,Taylorsville
894,350894,300,723.5997539,2.41199918,0,0,0,0,113.6655827,0,0,0,0,0,0,0,0,0,0,82.50010844,31.16547423,51647,0,0,0,35,SALT LAKE,Taylorsville
895,350895,458.6666667,1024.527496,2.233708204,946.7,235.5,6.7,704.5,1001.832218,185.3333333,50.16666667,6.5,0.166666667,159.1666667,99,172.5,273.8333333,0,0,7.500406658,47.66514495,52088,548,0,0,35,SALT LAKE,Taylorsville
896,350896,386.5,987.5866519,2.555204791,0,0,0,0,61.49858716,0,0,0,0,0,0,0,0,0,0,21.16666667,40.33192049,51647,0,0,0,35,SALT LAKE,Taylorsville
897,350897,207.6666667,510.9715225,2.460537027,1919.8,36,0.2,1883.7,1941.499328,33,3,0,0.166666667,7.333333333,1785,66,25.33333333,0,0,0,21.66599478,46345,0,0,0,35,SALT LAKE,Taylorsville
898,350898,1316.5,3211.795339,2.439647048,1464.5,320.7,4.7,1139.2,1764.334038,229.5,91.16666667,1.5,3.166666667,225.8333333,95.33333333,98.83333333,719.1666667,0,0,162.8391871,136.9948505,55646,600,1041,0,35,SALT LAKE,Taylorsville
899,350899,2249.833333,4611.118205,2.049537686,6092.8,41.2,1076,4975.7,7100.167267,40.33333333,0.833333333,1022.166667,53.83333333,2090.5,517.3333333,66.66666667,2301.166667,0,0,773.5088783,233.8250553,32093,0,0,0,35,SALT LAKE,Taylorsville
900,350900,848.1666667,1971.546065,2.324479542,125,33.2,1,90.8,219.1637534,29.83333333,3.333333333,0.166666667,0.833333333,12.83333333,1.666666667,17.5,58.83333333,0,0,6,88.16375341,46771,0,0,0,35,SALT LAKE,Taylorsville
901,350901,3122.5,6930.080455,2.219401267,662,6.5,0.3,655.2,1588.685438,6.5,0,0.333333333,0,146.3333333,26.66666667,149.5,332.6666667,0,0,602.030409,324.6550292,26161,0,0,0,35,SALT LAKE,Taylorsville
902,350902,0,0,0,1393,239.5,631.5,522,1403.500072,48.83333333,190.6666667,159.1666667,472.3333333,207.6666667,26.83333333,0.666666667,286.8333333,0,0,10.50007229,0,34978,0,0,0,35,SALT LAKE,Murray
903,350903,11.83333333,32.51215986,2.747506467,1082.2,275.2,254,553,1083.166632,199,76.16666667,87,167,39.5,123.6666667,0.5,389.3333333,0,0,0,0.999965476,34978,0,0,0,35,SALT LAKE,Murray
904,350904,439.8333333,988.0109834,2.24633039,432.3,11,47.5,373.8,504.0007673,6.333333333,4.666666667,14.66666667,32.83333333,173.3333333,111.1666667,9.333333333,80,0,0,26.16914964,45.49828437,34978,650,291,291,35,SALT LAKE,Murray
905,350905,34,78.40129537,2.305920452,3584,111.8,111.7,3360.5,3597.999851,77.5,34.33333333,60,51.66666667,802.3333333,230.8333333,555.1666667,1772.166667,0,0,10.33333333,3.666517942,43582,0,0,0,35,SALT LAKE,Murray
906,350906,37.66666667,95.3689937,2.531920187,44.5,1.5,2.3,40.7,49.83328994,0,1.5,0.666666667,1.666666667,32,3,0,5.666666667,0,0,1.500020332,3.833269606,72037,0,0,0,35,SALT LAKE,West Valley City
